,Concentration,Cell,Experimental,Ligand,Predicted,Donor,Animal
88,-7.556302501,Macrophage,0.22886024500000002,hNeo4,0.2581756125305948,0,Human
89,-6.77815125,Macrophage,0.2713116696,hNeo4,0.6726012476117982,0,Human
90,-6.0,Macrophage,0.2454862889,hNeo4,0.9183402568609558,0,Human
91,-10.6689075,Macrophage,0.0,hNeo4,0.00026937494575121726,0,Human
92,-9.890756252,Macrophage,0.0,hNeo4,0.0016140544223226816,0,Human
93,-9.112605002,Macrophage,0.03558248458,hNeo4,0.00960604340427959,0,Human
94,-8.334453751,Macrophage,0.15881081,hNeo4,0.05497021972365758,0,Human
95,-7.556302501,Macrophage,0.2581391973,hNeo4,0.2581756125305948,0,Human
96,-6.77815125,Macrophage,0.2723202347,hNeo4,0.6726012476117982,0,Human
97,-6.0,Macrophage,0.29197197410000003,hNeo4,0.9183402568609558,0,Human
0,-13.00336125,Macrophage,0.021462572299999996,hIL13,0.0009875032791979135,0,Human
1,-12.22521,Macrophage,0.0,hIL13,0.005890814741773394,0,Human
2,-11.44705875,Macrophage,0.0,hIL13,0.03416729115982342,0,Human
3,-10.6689075,Macrophage,0.0,hIL13,0.1715398138107552,0,Human
4,-9.890756252,Macrophage,0.2736344257,hIL13,0.5369414297223787,0,Human
5,-9.112605002,Macrophage,0.7841212112,hIL13,0.8671567714068955,0,Human
6,-8.334453751,Macrophage,0.9303631599000001,hIL13,0.9767581165312137,0,Human
7,-7.556302501,Macrophage,0.8783762101000001,hIL13,1.0093498882070817,0,Human
8,-13.00336125,Macrophage,0.00994047937,hIL13,0.0009875032791979135,0,Human
9,-12.22521,Macrophage,0.0,hIL13,0.005890814741773394,0,Human
10,-11.44705875,Macrophage,0.0,hIL13,0.03416729115982342,0,Human
11,-10.6689075,Macrophage,0.0,hIL13,0.1715398138107552,0,Human
12,-9.890756252,Macrophage,0.2699363534,hIL13,0.5369414297223787,0,Human
13,-9.112605002,Macrophage,0.7538031311000001,hIL13,0.8671567714068955,0,Human
14,-8.334453751,Macrophage,0.9278264656999999,hIL13,0.9767581165312137,0,Human
15,-7.556302501,Macrophage,0.8303623958,hIL13,1.0093498882070817,0,Human
0,-13.2483,Macrophage,0.00943415,mIL4,0.014079726430551038,0,Mouse
1,-12.7712,Macrophage,0.011704019999999999,mIL4,0.03998735160326355,0,Mouse
2,-12.2941,Macrophage,0.030584129999999998,mIL4,0.10406122714720754,0,Mouse
3,-11.817,Macrophage,0.06566071,mIL4,0.22898566960414712,0,Mouse
4,-11.3398,Macrophage,0.2448031,mIL4,0.4034577321251975,0,Mouse
5,-10.8627,Macrophage,0.5819378,mIL4,0.5801865493076148,0,Mouse
6,-10.3856,Macrophage,0.9608996000000001,mIL4,0.7232798698004591,0,Mouse
7,-9.90849,Macrophage,1.013367,mIL4,0.8263480609990473,0,Mouse
8,-9.43136,Macrophage,0.873356,mIL4,0.8987208537328055,0,Mouse
9,-8.95424,Macrophage,1.0251649999999999,mIL4,0.9496144700687211,0,Mouse
10,-8.47712,Macrophage,0.9538890999999999,mIL4,0.9814546998494408,0,Mouse
11,-8.0,Macrophage,1.064321,mIL4,0.9971221684411806,0,Mouse
12,-13.2483,Macrophage,0.02224945,mIL4,0.014079726430551038,0,Mouse
13,-12.7712,Macrophage,0.02350261,mIL4,0.03998735160326355,0,Mouse
14,-12.2941,Macrophage,0.02579612,mIL4,0.10406122714720754,0,Mouse
15,-11.817,Macrophage,0.07823957,mIL4,0.22898566960414712,0,Mouse
16,-11.3398,Macrophage,0.2869139,mIL4,0.4034577321251975,0,Mouse
17,-10.8627,Macrophage,0.6711484,mIL4,0.5801865493076148,0,Mouse
18,-10.3856,Macrophage,0.8541094,mIL4,0.7232798698004591,0,Mouse
19,-9.90849,Macrophage,0.9412747,mIL4,0.8263480609990473,0,Mouse
20,-9.43136,Macrophage,0.9910463,mIL4,0.8987208537328055,0,Mouse
21,-8.95424,Macrophage,1.093344,mIL4,0.9496144700687211,0,Mouse
22,-8.47712,Macrophage,1.091228,mIL4,0.9814546998494408,0,Mouse
23,-8.0,Macrophage,1.085742,mIL4,0.9971221684411806,0,Mouse
24,-13.2483,Macrophage,0.00497105,mIL4,0.014079726430551038,0,Mouse
25,-12.7712,Macrophage,0.00811658,mIL4,0.03998735160326355,0,Mouse
26,-12.2941,Macrophage,0.02711143,mIL4,0.10406122714720754,0,Mouse
27,-11.817,Macrophage,0.06493261,mIL4,0.22898566960414712,0,Mouse
28,-11.3398,Macrophage,0.3184188,mIL4,0.4034577321251975,0,Mouse
29,-10.8627,Macrophage,0.6758852000000001,mIL4,0.5801865493076148,0,Mouse
30,-10.3856,Macrophage,0.9710496000000001,mIL4,0.7232798698004591,0,Mouse
31,-9.90849,Macrophage,1.0074379999999998,mIL4,0.8263480609990473,0,Mouse
32,-9.43136,Macrophage,0.9685781,mIL4,0.8987208537328055,0,Mouse
33,-8.95424,Macrophage,1.1097709999999998,mIL4,0.9496144700687211,0,Mouse
34,-8.47712,Macrophage,0.9728283000000001,mIL4,0.9814546998494408,0,Mouse
35,-8.0,Macrophage,1.079196,mIL4,0.9971221684411806,0,Mouse
36,-13.2483,Macrophage,0.0023310600000000002,mIL4,0.014079726430551038,0,Mouse
37,-12.7712,Macrophage,0.16473749999999998,mIL4,0.03998735160326355,0,Mouse
38,-12.2941,Macrophage,0.010335289999999999,mIL4,0.10406122714720754,0,Mouse
39,-11.817,Macrophage,0.04516074,mIL4,0.22898566960414712,0,Mouse
40,-11.3398,Macrophage,0.2768155,mIL4,0.4034577321251975,0,Mouse
41,-10.8627,Macrophage,0.6747244000000001,mIL4,0.5801865493076148,0,Mouse
42,-10.3856,Macrophage,0.9421969,mIL4,0.7232798698004591,0,Mouse
43,-9.90849,Macrophage,0.9083450999999999,mIL4,0.8263480609990473,0,Mouse
44,-9.43136,Macrophage,1.113731,mIL4,0.8987208537328055,0,Mouse
45,-8.95424,Macrophage,1.042114,mIL4,0.9496144700687211,0,Mouse
46,-8.47712,Macrophage,1.0061,mIL4,0.9814546998494408,0,Mouse
47,-8.0,Macrophage,1.088773,mIL4,0.9971221684411806,0,Mouse
48,-13.75133342,Macrophage,0.0,mIL4,0.004510037109628966,0,Mouse
49,-12.90623538,Macrophage,0.0,mIL4,0.029935560338121787,0,Mouse
50,-12.06113734,Macrophage,0.00942363928,mIL4,0.15695586328610509,0,Mouse
51,-11.2160393,Macrophage,0.2875483445,mIL4,0.4510663137358012,0,Mouse
52,-10.37094126,Macrophage,0.9373549665,mIL4,0.7270157216977822,0,Mouse
53,-9.525843224,Macrophage,1.04132629,mIL4,0.886288552227484,0,Mouse
54,-8.680745184,Macrophage,0.9971795113999999,mIL4,0.9701401922663629,0,Mouse
55,-7.835647144,Macrophage,0.8860201868,mIL4,1.0,0,Mouse
56,-13.75133342,Macrophage,0.0,mIL4,0.004510037109628966,0,Mouse
57,-12.90623538,Macrophage,0.0,mIL4,0.029935560338121787,0,Mouse
58,-12.06113734,Macrophage,0.0,mIL4,0.15695586328610509,0,Mouse
59,-11.2160393,Macrophage,0.2960381096,mIL4,0.4510663137358012,0,Mouse
60,-10.37094126,Macrophage,0.9550136779999999,mIL4,0.7270157216977822,0,Mouse
61,-9.525843224,Macrophage,1.0228752,mIL4,0.886288552227484,0,Mouse
62,-8.680745184,Macrophage,1.17144609,mIL4,0.9701401922663629,0,Mouse
63,-7.835647144,Macrophage,0.8811527214,mIL4,1.0,0,Mouse
0,-10.0722,Macrophage,0.013288,mNeo4,0.01638028654090961,0,Mouse
1,-9.59512,Macrophage,0.026840000000000003,mNeo4,0.04611683750183875,0,Mouse
2,-9.118,Macrophage,0.06515,mNeo4,0.11771665279440416,0,Mouse
3,-8.64088,Macrophage,0.20989999999999998,mNeo4,0.25112082281125975,0,Mouse
4,-8.16376,Macrophage,0.50127,mNeo4,0.4278535076972399,0,Mouse
5,-7.68664,Macrophage,0.8765900000000001,mNeo4,0.5988990221542188,0,Mouse
6,-7.20952,Macrophage,1.059839,mNeo4,0.731736940523496,0,Mouse
7,-6.73239,Macrophage,0.8553507,mNeo4,0.8216765346862546,0,Mouse
8,-6.25527,Macrophage,1.17122,mNeo4,0.8771669415983705,0,Mouse
9,-5.77815,Macrophage,1.0204241,mNeo4,0.9085537211654209,0,Mouse
10,-5.30103,Macrophage,1.090459,mNeo4,0.9246555371715786,0,Mouse
11,-4.82391,Macrophage,1.14652,mNeo4,0.932965997384592,0,Mouse
12,-10.0722,Macrophage,0.01992,mNeo4,0.01638028654090961,0,Mouse
13,-9.59512,Macrophage,0.022719999999999997,mNeo4,0.04611683750183875,0,Mouse
14,-9.118,Macrophage,0.056749999999999995,mNeo4,0.11771665279440416,0,Mouse
15,-8.64088,Macrophage,0.15539999999999998,mNeo4,0.25112082281125975,0,Mouse
16,-8.16376,Macrophage,0.43012,mNeo4,0.4278535076972399,0,Mouse
17,-7.68664,Macrophage,0.6523,mNeo4,0.5988990221542188,0,Mouse
18,-7.20952,Macrophage,0.6457305999999999,mNeo4,0.731736940523496,0,Mouse
19,-6.73239,Macrophage,0.8869499999999999,mNeo4,0.8216765346862546,0,Mouse
20,-6.25527,Macrophage,0.77837,mNeo4,0.8771669415983705,0,Mouse
21,-5.77815,Macrophage,0.7920699999999999,mNeo4,0.9085537211654209,0,Mouse
22,-5.30103,Macrophage,0.900239,mNeo4,0.9246555371715786,0,Mouse
23,-4.82391,Macrophage,1.09834,mNeo4,0.932965997384592,0,Mouse
24,-10.0722,Macrophage,0.005850999999999999,mNeo4,0.01638028654090961,0,Mouse
25,-9.59512,Macrophage,0.022959999999999998,mNeo4,0.04611683750183875,0,Mouse
26,-9.118,Macrophage,0.23998666,mNeo4,0.11771665279440416,0,Mouse
27,-8.64088,Macrophage,0.24709,mNeo4,0.25112082281125975,0,Mouse
28,-8.16376,Macrophage,0.59167,mNeo4,0.4278535076972399,0,Mouse
29,-7.68664,Macrophage,1.0361799999999999,mNeo4,0.5988990221542188,0,Mouse
30,-7.20952,Macrophage,1.27934,mNeo4,0.731736940523496,0,Mouse
31,-6.73239,Macrophage,1.237239,mNeo4,0.8216765346862546,0,Mouse
32,-6.25527,Macrophage,1.25977,mNeo4,0.8771669415983705,0,Mouse
33,-5.77815,Macrophage,1.1225589999999999,mNeo4,0.9085537211654209,0,Mouse
34,-5.30103,Macrophage,1.09315,mNeo4,0.9246555371715786,0,Mouse
35,-4.82391,Macrophage,1.2841322,mNeo4,0.932965997384592,0,Mouse
36,-10.0722,Macrophage,0.0042970000000000005,mNeo4,0.01638028654090961,0,Mouse
37,-9.59512,Macrophage,0.009371,mNeo4,0.04611683750183875,0,Mouse
38,-9.118,Macrophage,0.04555,mNeo4,0.11771665279440416,0,Mouse
39,-8.64088,Macrophage,0.16261,mNeo4,0.25112082281125975,0,Mouse
40,-8.16376,Macrophage,0.450362,mNeo4,0.4278535076972399,0,Mouse
41,-7.68664,Macrophage,0.7182559999999999,mNeo4,0.5988990221542188,0,Mouse
42,-7.20952,Macrophage,0.74405,mNeo4,0.731736940523496,0,Mouse
43,-6.73239,Macrophage,0.80062,mNeo4,0.8216765346862546,0,Mouse
44,-6.25527,Macrophage,0.8272499999999999,mNeo4,0.8771669415983705,0,Mouse
45,-5.77815,Macrophage,0.8650199999999999,mNeo4,0.9085537211654209,0,Mouse
46,-4.82391,Macrophage,0.913025,mNeo4,0.932965997384592,0,Mouse
47,-11.21671628,Macrophage,0.0,mNeo4,0.0012120603008059702,0,Mouse
48,-10.37161824,Macrophage,0.0,mNeo4,0.008359583938049144,0,Mouse
49,-9.526520196,Macrophage,0.0,mNeo4,0.05318422483444572,0,Mouse
50,-8.681422156,Macrophage,0.1286765399,mNeo4,0.23750306301859303,0,Mouse
51,-7.836324116,Macrophage,0.7075087256,mNeo4,0.5484609705639353,0,Mouse
52,-6.991226076,Macrophage,1.3046788040000001,mNeo4,0.7778316884684905,0,Mouse
53,-6.146128036,Macrophage,1.127299311,mNeo4,0.8861268147452044,0,Mouse
54,-5.301029996,Macrophage,1.267097444,mNeo4,0.9246555372641724,0,Mouse
55,-11.21671628,Macrophage,0.0,mNeo4,0.0012120603008059702,0,Mouse
56,-10.37161824,Macrophage,0.0,mNeo4,0.008359583938049144,0,Mouse
57,-9.526520196,Macrophage,0.0,mNeo4,0.05318422483444572,0,Mouse
58,-8.681422156,Macrophage,0.1198471842,mNeo4,0.23750306301859303,0,Mouse
59,-7.836324116,Macrophage,0.7047354023,mNeo4,0.5484609705639353,0,Mouse
60,-6.991226076,Macrophage,1.056268277,mNeo4,0.7778316884684905,0,Mouse
61,-6.146128036,Macrophage,1.209593435,mNeo4,0.8861268147452044,0,Mouse
62,-5.301029996,Macrophage,1.237666258,mNeo4,0.9246555372641724,0,Mouse
0,-13.0206,A549,0.0,hIL4,0.0013695632527664214,0,Human
1,-12.4185,A549,0.0,hIL4,0.005455488956747039,0,Human
2,-11.8165,A549,0.00155518,hIL4,0.021454814509080915,0,Human
3,-11.2144,A549,0.1319957,hIL4,0.08046952533712139,0,Human
4,-10.6124,A549,0.4892977,hIL4,0.25796525089577127,0,Human
5,-10.0103,A549,0.9598362,hIL4,0.5788333565799119,0,Human
6,-9.40824,A549,1.137807,hIL4,0.845110147917719,0,Human
7,-8.80618,A549,1.027972,hIL4,0.9564989122733186,0,Human
8,-8.20412,A549,1.0266119999999999,hIL4,0.989273844969723,0,Human
9,-7.60206,A549,0.982289,hIL4,0.9978354725005409,0,Human
10,-7.0,A549,0.9021002,hIL4,1.0,0,Human
11,-13.0206,A549,0.0,hIL4,0.0013695632527664214,0,Human
12,-12.4185,A549,0.0,hIL4,0.005455488956747039,0,Human
13,-11.8165,A549,0.015260180000000002,hIL4,0.021454814509080915,0,Human
14,-11.2144,A549,0.1521158,hIL4,0.08046952533712139,0,Human
15,-10.6124,A549,0.5382858,hIL4,0.25796525089577127,0,Human
16,-10.0103,A549,0.9149303999999999,hIL4,0.5788333565799119,0,Human
17,-9.40824,A549,1.110591,hIL4,0.845110147917719,0,Human
18,-8.80618,A549,0.9725691999999999,hIL4,0.9564989122733186,0,Human
19,-8.20412,A549,0.9547817999999999,hIL4,0.989273844969723,0,Human
20,-7.60206,A549,0.8057764000000001,hIL4,0.9978354725005409,0,Human
21,-13.0206,A549,0.0,hIL4,0.0013695632527664214,0,Human
22,-12.4185,A549,0.0,hIL4,0.005455488956747039,0,Human
23,-11.8165,A549,0.04267018,hIL4,0.021454814509080915,0,Human
24,-11.2144,A549,0.15940569999999998,hIL4,0.08046952533712139,0,Human
25,-10.6124,A549,0.5058215,hIL4,0.25796525089577127,0,Human
26,-10.0103,A549,0.8025688,hIL4,0.5788333565799119,0,Human
27,-9.40824,A549,1.132364,hIL4,0.845110147917719,0,Human
28,-8.80618,A549,1.021266,hIL4,0.9564989122733186,0,Human
29,-8.20412,A549,1.0526609999999998,hIL4,0.989273844969723,0,Human
30,-7.60206,A549,0.9324261,hIL4,0.9978354725005409,0,Human
31,-7.0,A549,0.9407852,hIL4,1.0,0,Human
32,-13.3216,A549,0.09737391000000001,hIL4,0.0006853160872232431,0,Human
33,-12.4185,A549,0.054489869999999996,hIL4,0.005455488956747039,0,Human
34,-11.5154,A549,0.056255639999999996,hIL4,0.04198328094887998,0,Human
35,-10.6124,A549,0.2379041,hIL4,0.25796525089577127,0,Human
36,-9.70927,A549,0.7982358,hIL4,0.7322535130835487,0,Human
37,-8.80618,A549,0.925301,hIL4,0.9564989122733186,0,Human
38,-7.90309,A549,0.8975622,hIL4,0.9949645372655025,0,Human
39,-7.0,A549,0.9445378,hIL4,1.0,0,Human
40,-13.3216,A549,0.08113974,hIL4,0.0006853160872232431,0,Human
41,-12.4185,A549,0.04457979,hIL4,0.005455488956747039,0,Human
42,-11.5154,A549,0.05557111,hIL4,0.04198328094887998,0,Human
43,-10.6124,A549,0.2346604,hIL4,0.25796525089577127,0,Human
44,-9.70927,A549,0.8406375,hIL4,0.7322535130835487,0,Human
45,-8.80618,A549,0.9849403999999999,hIL4,0.9564989122733186,0,Human
46,-7.90309,A549,0.9447867,hIL4,0.9949645372655025,0,Human
47,-7.0,A549,1.039998,hIL4,1.0,0,Human
48,-13.3216,A549,0.1056038,hIL4,0.0006853160872232431,0,Human
49,-12.4185,A549,0.06350539999999999,hIL4,0.005455488956747039,0,Human
50,-11.5154,A549,0.08188648999999999,hIL4,0.04198328094887998,0,Human
51,-10.6124,A549,0.2769999,hIL4,0.25796525089577127,0,Human
52,-9.70927,A549,0.9552646,hIL4,0.7322535130835487,0,Human
53,-8.80618,A549,1.112449,hIL4,0.9564989122733186,0,Human
54,-7.90309,A549,1.014531,hIL4,0.9949645372655025,0,Human
55,-7.0,A549,1.158585,hIL4,1.0,0,Human
56,-12.0,A549,0.03200822896,hIL4,0.014169902544602885,0,Human
57,-11.0,A549,0.04513825861,hIL4,0.12520737264001547,0,Human
58,-10.0,A549,0.19362255699999997,hIL4,0.584555241543056,0,Human
59,-9.0,A549,0.7965753010000001,hIL4,0.9333559454758765,0,Human
60,-8.0,A549,1.0350940880000001,hIL4,0.9935354968511374,0,Human
61,-7.0,A549,0.9629091789,hIL4,1.0,0,Human
62,-12.0,A549,0.05439583712,hIL4,0.014169902544602885,0,Human
63,-11.0,A549,0.04598535729,hIL4,0.12520737264001547,0,Human
64,-10.0,A549,0.17383675199999998,hIL4,0.584555241543056,0,Human
65,-9.0,A549,0.7652326496,hIL4,0.9333559454758765,0,Human
66,-8.0,A549,1.011798875,hIL4,0.9935354968511374,0,Human
67,-7.0,A549,0.9465722757,hIL4,1.0,0,Human
68,-12.0,A549,0.051430991710000006,hIL4,0.014169902544602885,0,Human
69,-11.0,A549,0.038179947959999995,hIL4,0.12520737264001547,0,Human
70,-10.0,A549,0.1817026684,hIL4,0.584555241543056,0,Human
71,-9.0,A549,0.7950021177000001,hIL4,0.9333559454758765,0,Human
72,-8.0,A549,1.037816906,hIL4,0.9935354968511374,0,Human
73,-7.0,A549,1.005808677,hIL4,1.0,0,Human
74,-13.44705875,A549,0.0,hIL4,0.0005134636568319708,0,Human
75,-12.6689075,A549,0.0,hIL4,0.003072593128074273,0,Human
76,-11.89075625,A549,0.0,hIL4,0.018146350596120724,0,Human
77,-11.112605,A549,0.0,hIL4,0.09954232055948832,0,Human
78,-10.33445375,A549,0.1271198724,hIL4,0.39609597792582873,0,Human
79,-9.556302501,A549,0.4754312219,hIL4,0.7952159116832284,0,Human
80,-8.77815125,A549,1.238730251,hIL4,0.9591439707760531,0,Human
81,-8.0,A549,0.7612697491999999,hIL4,0.9935354968511374,0,Human
82,-13.44705875,A549,0.00207492795,hIL4,0.0005134636568319708,0,Human
83,-12.6689075,A549,0.0,hIL4,0.003072593128074273,0,Human
84,-11.89075625,A549,0.0,hIL4,0.018146350596120724,0,Human
85,-11.112605,A549,0.005072046110000001,hIL4,0.09954232055948832,0,Human
86,-10.33445375,A549,0.3156195965,hIL4,0.39609597792582873,0,Human
87,-9.556302501,A549,0.7387896254,hIL4,0.7952159116832284,0,Human
88,-8.77815125,A549,0.904092219,hIL4,0.9591439707760531,0,Human
89,-8.0,A549,0.9572334294,hIL4,0.9935354968511374,0,Human
90,-13.44705875,A549,0.0,hIL4,0.0005134636568319708,0,Human
91,-12.6689075,A549,0.0,hIL4,0.003072593128074273,0,Human
92,-11.89075625,A549,0.0,hIL4,0.018146350596120724,0,Human
93,-11.112605,A549,0.0,hIL4,0.09954232055948832,0,Human
94,-10.33445375,A549,0.3012103746,hIL4,0.39609597792582873,0,Human
95,-9.556302501,A549,0.6901440922000001,hIL4,0.7952159116832284,0,Human
96,-8.77815125,A549,0.928184438,hIL4,0.9591439707760531,0,Human
97,-8.0,A549,1.210489914,hIL4,0.9935354968511374,0,Human
0,-13.0206,A549,0.0,hNeo4,1.1881305374705568e-08,0,Human
1,-12.4185,A549,0.0,hNeo4,4.752959657567517e-08,0,Human
2,-11.8165,A549,0.0,hNeo4,1.9009207317022922e-07,0,Human
3,-11.2144,A549,0.0,hNeo4,7.604374967091276e-07,0,Human
4,-10.6124,A549,0.0,hNeo4,3.0413162979332475e-06,0,Human
5,-10.0103,A549,0.0,hNeo4,1.2166169170958566e-05,0,Human
6,-9.40824,A549,0.0,hNeo4,4.866120962937683e-05,0,Human
7,-8.80618,A549,0.0,hNeo4,0.00019458937380247184,0,Human
8,-8.20412,A549,0.0,hNeo4,0.0007774712796423364,0,Human
9,-7.60206,A549,0.0,hNeo4,0.003095786056816606,0,Human
10,-7.0,A549,0.0,hNeo4,0.012162594066013119,0,Human
11,-13.0206,A549,0.0,hNeo4,1.1881305374705568e-08,0,Human
12,-12.4185,A549,0.0,hNeo4,4.752959657567517e-08,0,Human
13,-11.8165,A549,0.0,hNeo4,1.9009207317022922e-07,0,Human
14,-11.2144,A549,0.0,hNeo4,7.604374967091276e-07,0,Human
15,-10.6124,A549,0.0,hNeo4,3.0413162979332475e-06,0,Human
16,-10.0103,A549,0.0,hNeo4,1.2166169170958566e-05,0,Human
17,-9.40824,A549,0.0,hNeo4,4.866120962937683e-05,0,Human
18,-8.80618,A549,0.0,hNeo4,0.00019458937380247184,0,Human
19,-8.20412,A549,0.0,hNeo4,0.0007774712796423364,0,Human
20,-7.60206,A549,0.0,hNeo4,0.003095786056816606,0,Human
21,-7.0,A549,0.0,hNeo4,0.012162594066013119,0,Human
22,-13.0206,A549,0.0,hNeo4,1.1881305374705568e-08,0,Human
23,-12.4185,A549,0.0,hNeo4,4.752959657567517e-08,0,Human
24,-11.8165,A549,0.0,hNeo4,1.9009207317022922e-07,0,Human
25,-11.2144,A549,0.0,hNeo4,7.604374967091276e-07,0,Human
26,-10.6124,A549,0.0,hNeo4,3.0413162979332475e-06,0,Human
27,-10.0103,A549,0.0,hNeo4,1.2166169170958566e-05,0,Human
28,-9.40824,A549,0.0,hNeo4,4.866120962937683e-05,0,Human
29,-8.80618,A549,0.0205089,hNeo4,0.00019458937380247184,0,Human
30,-8.20412,A549,0.0,hNeo4,0.0007774712796423364,0,Human
31,-7.60206,A549,0.0,hNeo4,0.003095786056816606,0,Human
32,-7.0,A549,0.0,hNeo4,0.012162594066013119,0,Human
33,-11.5154,A549,0.06455552,hNeo4,3.802452923338546e-07,0,Human
34,-10.6124,A549,0.07210865,hNeo4,3.0413162979332475e-06,0,Human
35,-9.70927,A549,0.05599894,hNeo4,2.433176055295911e-05,0,Human
36,-8.80618,A549,0.057064630000000005,hNeo4,0.00019458937380247184,0,Human
37,-7.90309,A549,0.04794798,hNeo4,0.00155258557779925,0,Human
38,-7.0,A549,0.00889885,hNeo4,0.012162594066013119,0,Human
39,-6.09691,A549,0.040799339999999996,hNeo4,0.08343671392285275,0,Human
40,-11.5154,A549,0.06062728,hNeo4,3.802452923338546e-07,0,Human
41,-10.6124,A549,0.0617863,hNeo4,3.0413162979332475e-06,0,Human
42,-9.70927,A549,0.117443,hNeo4,2.433176055295911e-05,0,Human
43,-8.80618,A549,0.04510097,hNeo4,0.00019458937380247184,0,Human
44,-7.90309,A549,0.03689443,hNeo4,0.00155258557779925,0,Human
45,-7.0,A549,0.015012909999999999,hNeo4,0.012162594066013119,0,Human
46,-6.09691,A549,0.031495999999999996,hNeo4,0.08343671392285275,0,Human
47,-11.5154,A549,0.00952892,hNeo4,3.802452923338546e-07,0,Human
48,-10.6124,A549,0.05918043,hNeo4,3.0413162979332475e-06,0,Human
49,-9.70927,A549,0.08877843,hNeo4,2.433176055295911e-05,0,Human
50,-8.80618,A549,0.0,hNeo4,0.00019458937380247184,0,Human
51,-7.90309,A549,0.01464731,hNeo4,0.00155258557779925,0,Human
52,-7.0,A549,0.01022123,hNeo4,0.012162594066013119,0,Human
53,-6.09691,A549,0.03010361,hNeo4,0.08343671392285275,0,Human
54,-11.44705875,A549,0.0,hNeo4,4.4504614239497767e-07,0,Human
55,-10.6689075,A549,0.0,hNeo4,2.6702652494460617e-06,0,Human
56,-9.890756252,A549,0.0,hNeo4,1.602117372921814e-05,0,Human
57,-9.112605002,A549,0.0,hNeo4,9.611200857859118e-05,0,Human
58,-8.334453751,A549,0.0,hNeo4,0.0005761314322138076,0,Human
59,-7.556302501,A549,0.02840325782,hNeo4,0.0034374536132748307,0,Human
60,-6.77815125,A549,0.0,hNeo4,0.01995509694293128,0,Human
61,-6.0,A549,0.01635753884,hNeo4,0.10021758873857958,0,Human
62,-11.44705875,A549,0.02276124665,hNeo4,4.4504614239497767e-07,0,Human
63,-10.6689075,A549,0.02727400931,hNeo4,2.6702652494460617e-06,0,Human
64,-9.890756252,A549,0.04690452687,hNeo4,1.602117372921814e-05,0,Human
65,-9.112605002,A549,0.0,hNeo4,9.611200857859118e-05,0,Human
66,-8.334453751,A549,0.0,hNeo4,0.0005761314322138076,0,Human
67,-7.556302501,A549,0.08436045692000001,hNeo4,0.0034374536132748307,0,Human
68,-6.77815125,A549,0.04351995487,hNeo4,0.01995509694293128,0,Human
69,-6.0,A549,0.07285291214,hNeo4,0.10021758873857958,0,Human
70,-11.44705875,A549,0.02580736144,hNeo4,4.4504614239497767e-07,0,Human
71,-10.6689075,A549,0.01328444507,hNeo4,2.6702652494460617e-06,0,Human
72,-9.890756252,A549,0.044535326470000004,hNeo4,1.602117372921814e-05,0,Human
73,-9.112605002,A549,0.0,hNeo4,9.611200857859118e-05,0,Human
74,-8.334453751,A549,0.0,hNeo4,0.0005761314322138076,0,Human
75,-7.556302501,A549,0.07082216895,hNeo4,0.0034374536132748307,0,Human
76,-6.77815125,A549,0.03528416302,hNeo4,0.01995509694293128,0,Human
77,-6.0,A549,0.06608376816,hNeo4,0.10021758873857958,0,Human
0,-13.3216,A549,0.1044759,hIL13,0.0002540232182059414,0,Human
1,-12.4185,A549,0.054466539999999994,hIL13,0.0020283662074210163,0,Human
2,-11.5154,A549,0.09437910000000001,hIL13,0.01598427249047379,0,Human
3,-10.6124,A549,0.0712141,hIL13,0.11426334246969466,0,Human
4,-9.70927,A549,0.21739940000000002,hIL13,0.5008619195336108,0,Human
5,-8.80618,A549,0.7744485,hIL13,0.8867910093301701,0,Human
6,-7.90309,A549,0.9607796999999999,hIL13,0.9849288759324129,0,Human
7,-7.0,A549,0.9497495,hIL13,0.9998575079517313,0,Human
8,-13.3216,A549,0.09122095,hIL13,0.0002540232182059414,0,Human
9,-12.4185,A549,0.055843369999999996,hIL13,0.0020283662074210163,0,Human
10,-11.5154,A549,0.09230997,hIL13,0.01598427249047379,0,Human
11,-10.6124,A549,0.06809484,hIL13,0.11426334246969466,0,Human
12,-9.70927,A549,0.20510130000000001,hIL13,0.5008619195336108,0,Human
13,-8.80618,A549,0.7425168999999999,hIL13,0.8867910093301701,0,Human
14,-7.90309,A549,0.9749137,hIL13,0.9849288759324129,0,Human
15,-7.0,A549,0.9813388999999999,hIL13,0.9998575079517313,0,Human
16,-13.3216,A549,0.08286661000000001,hIL13,0.0002540232182059414,0,Human
17,-12.4185,A549,0.07550795,hIL13,0.0020283662074210163,0,Human
18,-11.5154,A549,0.091641,hIL13,0.01598427249047379,0,Human
19,-10.6124,A549,0.07155636,hIL13,0.11426334246969466,0,Human
20,-9.70927,A549,0.2313778,hIL13,0.5008619195336108,0,Human
21,-8.80618,A549,0.7831762000000001,hIL13,0.8867910093301701,0,Human
22,-7.90309,A549,0.9690641,hIL13,0.9849288759324129,0,Human
23,-7.0,A549,0.9637979,hIL13,0.9998575079517313,0,Human
24,-12.0,A549,0.0942094754,hIL13,0.005298082185900793,0,Human
25,-11.0,A549,0.0811399528,hIL13,0.050413308031366406,0,Human
26,-10.0,A549,0.1131481818,hIL13,0.34199938574893013,0,Human
27,-9.0,A549,0.6076117868,hIL13,0.8339758384506165,0,Human
28,-8.0,A549,0.9403400496000001,hIL13,0.9809999723194768,0,Human
