Cell,Ligand,Concentration,Animal,Signal,Antibody,Donor,AB Norm
A549,hIL4,-9.556302501,Human,69.01440922,FALSE,Cell Line,FALSE
A549,hIL4,-8.77815125,Human,92.8184438,FALSE,Cell Line,FALSE
A549,hIL4,-8,Human,121.0489914,FALSE,Cell Line,FALSE
A549,hIL13,-12.44705875,Human,5.304222846,FALSE,Cell Line,FALSE
A549,hIL13,-11.6689075,Human,-2.881390733,FALSE,Cell Line,FALSE
A549,hIL13,-10.89075625,Human,0.294298816,FALSE,Cell Line,FALSE
A549,hIL13,-10.112605,Human,-3.798507973,FALSE,Cell Line,FALSE
A549,hIL13,-9.334453751,Human,7.165833961,FALSE,Cell Line,FALSE
A549,hIL13,-8.556302501,Human,42.71439327,FALSE,Cell Line,FALSE
A549,hIL13,-7.77815125,Human,60.53658203,FALSE,Cell Line,FALSE
A549,hIL13,-7,Human,72.74656081,FALSE,Cell Line,FALSE
A549,hIL13,-12.44705875,Human,6.845296855,FALSE,Cell Line,FALSE
A549,hIL13,-11.6689075,Human,2.569454238,FALSE,Cell Line,FALSE
A549,hIL13,-10.89075625,Human,5.356085178,FALSE,Cell Line,FALSE
A549,hIL13,-10.112605,Human,2.152023692,FALSE,Cell Line,FALSE
A549,hIL13,-9.334453751,Human,17.47285291,FALSE,Cell Line,FALSE
A549,hIL13,-8.556302501,Human,61.34818784,FALSE,Cell Line,FALSE
A549,hIL13,-7.77815125,Human,88.81963052,FALSE,Cell Line,FALSE
A549,hIL13,-7,Human,99.02975603,FALSE,Cell Line,FALSE
A549,hIL13,-12.44705875,Human,7.53349316,FALSE,Cell Line,FALSE
A549,hIL13,-11.6689075,Human,1.35100832,FALSE,Cell Line,FALSE
A549,hIL13,-10.89075625,Human,6.202228177,FALSE,Cell Line,FALSE
A549,hIL13,-10.112605,Human,1.55408264,FALSE,Cell Line,FALSE
A549,hIL13,-9.334453751,Human,17.87900155,FALSE,Cell Line,FALSE
A549,hIL13,-8.556302501,Human,64.6650684,FALSE,Cell Line,FALSE
A549,hIL13,-7.77815125,Human,81.50895501,FALSE,Cell Line,FALSE
A549,hIL13,-7,Human,99.28923988,FALSE,Cell Line,FALSE
A549,hNeo4,-11.44705875,Human,-0.034220793,FALSE,Cell Line,FALSE
A549,hNeo4,-10.6689075,Human,-2.333858052,FALSE,Cell Line,FALSE
A549,hNeo4,-9.890756252,Human,-0.540688522,FALSE,Cell Line,FALSE
A549,hNeo4,-9.112605002,Human,-6.837314352,FALSE,Cell Line,FALSE
A549,hNeo4,-8.334453751,Human,-5.961262063,FALSE,Cell Line,FALSE
A549,hNeo4,-7.556302501,Human,2.840325782,FALSE,Cell Line,FALSE
A549,hNeo4,-6.77815125,Human,-0.32167545,FALSE,Cell Line,FALSE
A549,hNeo4,-6,Human,1.635753884,FALSE,Cell Line,FALSE
A549,hNeo4,-11.44705875,Human,2.276124665,FALSE,Cell Line,FALSE
A549,hNeo4,-10.6689075,Human,2.727400931,FALSE,Cell Line,FALSE
A549,hNeo4,-9.890756252,Human,4.690452687,FALSE,Cell Line,FALSE
A549,hNeo4,-9.112605002,Human,-0.217176703,FALSE,Cell Line,FALSE
A549,hNeo4,-8.334453751,Human,-0.19461289,FALSE,Cell Line,FALSE
A549,hNeo4,-7.556302501,Human,8.436045692,FALSE,Cell Line,FALSE
A549,hNeo4,-6.77815125,Human,4.351995487,FALSE,Cell Line,FALSE
A549,hNeo4,-6,Human,7.285291214,FALSE,Cell Line,FALSE
A549,hNeo4,-11.44705875,Human,2.580736144,FALSE,Cell Line,FALSE
A549,hNeo4,-10.6689075,Human,1.328444507,FALSE,Cell Line,FALSE
A549,hNeo4,-9.890756252,Human,4.453532647,FALSE,Cell Line,FALSE
A549,hNeo4,-9.112605002,Human,-1.661260753,FALSE,Cell Line,FALSE
A549,hNeo4,-8.334453751,Human,-0.826399662,FALSE,Cell Line,FALSE
A549,hNeo4,-7.556302501,Human,7.082216895,FALSE,Cell Line,FALSE
A549,hNeo4,-6.77815125,Human,3.528416302,FALSE,Cell Line,FALSE
A549,hNeo4,-6,Human,6.608376816,FALSE,Cell Line,FALSE
Ramos,hIL4,-14.67969757,Human,3.850394743,FALSE,Cell Line,TRUE
Ramos,hIL4,-13.72545506,Human,0.172010762,FALSE,Cell Line,TRUE
Ramos,hIL4,-12.77121255,Human,-0.35725312,FALSE,Cell Line,TRUE
Ramos,hIL4,-11.81697004,Human,3.047677855,FALSE,Cell Line,TRUE
Ramos,hIL4,-10.86272753,Human,37.77620959,FALSE,Cell Line,TRUE
Ramos,hIL4,-9.908485019,Human,105.1073965,FALSE,Cell Line,TRUE
Ramos,hIL4,-8.954242509,Human,94.6015084,FALSE,Cell Line,TRUE
Ramos,hIL4,-8,Human,100.2910951,FALSE,Cell Line,TRUE
Ramos,hIL4,-14.67969757,Human,1.240457459,FALSE,Cell Line,TRUE
Ramos,hIL4,-13.72545506,Human,9.027870927,FALSE,Cell Line,TRUE
Ramos,hIL4,-12.77121255,Human,0.386658813,FALSE,Cell Line,TRUE
Ramos,hIL4,-11.81697004,Human,2.885069604,FALSE,Cell Line,TRUE
Ramos,hIL4,-10.86272753,Human,34.64357989,FALSE,Cell Line,TRUE
Ramos,hIL4,-9.908485019,Human,107.0625011,FALSE,Cell Line,TRUE
Ramos,hIL4,-8.954242509,Human,97.27880841,FALSE,Cell Line,TRUE
Ramos,hIL4,-8,Human,96.15207414,FALSE,Cell Line,TRUE
Ramos,hIL4,-14.67969757,Human,0.533624154,FALSE,Cell Line,TRUE
Ramos,hIL4,-13.72545506,Human,8.565979856,FALSE,Cell Line,TRUE
Ramos,hIL4,-12.77121255,Human,0.176708326,FALSE,Cell Line,TRUE
Ramos,hIL4,-11.81697004,Human,1.786328724,FALSE,Cell Line,TRUE
Ramos,hIL4,-10.86272753,Human,36.93204019,FALSE,Cell Line,TRUE
Ramos,hIL4,-9.908485019,Human,106.5656183,FALSE,Cell Line,TRUE
Ramos,hIL4,-8.954242509,Human,98.08361861,FALSE,Cell Line,TRUE
Ramos,hIL4,-8,Human,94.85737947,FALSE,Cell Line,TRUE
Ramos,hIL13,-13.67969757,Human,-0.683632514,FALSE,Cell Line,TRUE
Ramos,hIL13,-12.72545506,Human,0.471926962,FALSE,Cell Line,TRUE
Ramos,hIL13,-11.77121255,Human,0.269042473,FALSE,Cell Line,TRUE
Ramos,hIL13,-10.81697004,Human,1.354033432,FALSE,Cell Line,TRUE
Ramos,hIL13,-9.862727528,Human,0.736558903,FALSE,Cell Line,TRUE
Ramos,hIL13,-8.908485019,Human,1.151148944,FALSE,Cell Line,TRUE
Ramos,hIL13,-7.954242509,Human,0.330789926,FALSE,Cell Line,TRUE
Ramos,hIL13,-7,Human,2.200855643,FALSE,Cell Line,TRUE
Ramos,hIL13,-13.67969757,Human,-0.257189346,FALSE,Cell Line,TRUE
Ramos,hIL13,-12.72545506,Human,8.908898985,FALSE,Cell Line,TRUE
Ramos,hIL13,-11.77121255,Human,0.12072153,FALSE,Cell Line,TRUE
Ramos,hIL13,-10.81697004,Human,-0.243192647,FALSE,Cell Line,TRUE
Ramos,hIL13,-9.862727528,Human,0.246691822,FALSE,Cell Line,TRUE
Ramos,hIL13,-8.908485019,Human,0.91153503,FALSE,Cell Line,TRUE
Ramos,hIL13,-7.954242509,Human,0.526625804,FALSE,Cell Line,TRUE
Ramos,hIL13,-7,Human,0.400655512,FALSE,Cell Line,TRUE
Ramos,hIL13,-13.67969757,Human,0.162711627,FALSE,Cell Line,TRUE
Ramos,hIL13,-12.72545506,Human,8.579976556,FALSE,Cell Line,TRUE
Ramos,hIL13,-11.77121255,Human,-0.50912993,FALSE,Cell Line,TRUE
Ramos,hIL13,-10.81697004,Human,-1.327936828,FALSE,Cell Line,TRUE
Ramos,hIL13,-9.862727528,Human,-0.551120028,FALSE,Cell Line,TRUE
Ramos,hIL13,-8.908485019,Human,1.289445906,FALSE,Cell Line,TRUE
Ramos,hIL13,-7.954242509,Human,-0.005248762,FALSE,Cell Line,TRUE
Ramos,hIL13,-7,Human,0.890539981,FALSE,Cell Line,TRUE
Ramos,hNeo4,-13.67969757,Human,-0.145547568,FALSE,Cell Line,TRUE
Ramos,hNeo4,-12.72545506,Human,0.498390156,FALSE,Cell Line,TRUE
Ramos,hNeo4,-11.77121255,Human,-0.480748026,FALSE,Cell Line,TRUE
Ramos,hNeo4,-10.81697004,Human,2.75658272,FALSE,Cell Line,TRUE
Ramos,hNeo4,-9.862727528,Human,28.82282892,FALSE,Cell Line,TRUE
Ramos,hNeo4,-8.908485019,Human,96.78031138,FALSE,Cell Line,TRUE
Ramos,hNeo4,-7.954242509,Human,103.4402152,FALSE,Cell Line,TRUE
Ramos,hNeo4,-7,Human,102.7521722,FALSE,Cell Line,TRUE
Ramos,hNeo4,-13.67969757,Human,-0.089228957,FALSE,Cell Line,TRUE
Ramos,hNeo4,-12.72545506,Human,9.286809861,FALSE,Cell Line,TRUE
Ramos,hNeo4,-11.77121255,Human,-0.761070514,FALSE,Cell Line,TRUE
Ramos,hNeo4,-10.81697004,Human,1.576378237,FALSE,Cell Line,TRUE
Ramos,hNeo4,-9.862727528,Human,30.35359161,FALSE,Cell Line,TRUE
Ramos,hNeo4,-8.908485019,Human,93.51369635,FALSE,Cell Line,TRUE
Ramos,hNeo4,-7.954242509,Human,101.2888627,FALSE,Cell Line,TRUE
Ramos,hNeo4,-7,Human,103.0244534,FALSE,Cell Line,TRUE
Ramos,hNeo4,-13.67969757,Human,-0.341169541,FALSE,Cell Line,TRUE
Ramos,hNeo4,-12.72545506,Human,7.173308295,FALSE,Cell Line,TRUE
Ramos,hNeo4,-11.77121255,Human,-0.740075466,FALSE,Cell Line,TRUE
Ramos,hNeo4,-10.81697004,Human,0.344668716,FALSE,Cell Line,TRUE
Ramos,hNeo4,-9.862727528,Human,30.71750579,FALSE,Cell Line,TRUE
Ramos,hNeo4,-8.908485019,Human,88.16695729,FALSE,Cell Line,TRUE
Ramos,hNeo4,-7.954242509,Human,100.0851466,FALSE,Cell Line,TRUE
Ramos,hNeo4,-7,Human,100.3580822,FALSE,Cell Line,TRUE
Ramos,hIL4,-14.67969757,Human,-1.142327879,TRUE,Cell Line,TRUE
Ramos,hIL4,-13.72545506,Human,0.207295021,TRUE,Cell Line,TRUE
Ramos,hIL4,-12.77121255,Human,0.419000573,TRUE,Cell Line,TRUE
Ramos,hIL4,-11.81697004,Human,2.174392449,TRUE,Cell Line,TRUE
Ramos,hIL4,-10.86272753,Human,35.51801702,TRUE,Cell Line,TRUE
Ramos,hIL4,-9.908485019,Human,101.5613285,TRUE,Cell Line,TRUE
Ramos,hIL4,-8.954242509,Human,95.98641556,TRUE,Cell Line,TRUE
Ramos,hIL4,-8,Human,97.99761831,TRUE,Cell Line,TRUE
Ramos,hIL4,-14.67969757,Human,-0.271186045,TRUE,Cell Line,TRUE
Ramos,hIL4,-13.72545506,Human,10.16160356,TRUE,Cell Line,TRUE
Ramos,hIL4,-12.77121255,Human,-0.005248762,TRUE,Cell Line,TRUE
Ramos,hIL4,-11.81697004,Human,1.184470662,TRUE,Cell Line,TRUE
Ramos,hIL4,-10.86272753,Human,34.20268387,TRUE,Cell Line,TRUE
Ramos,hIL4,-9.908485019,Human,100.8199733,TRUE,Cell Line,TRUE
Ramos,hIL4,-8.954242509,Human,90.30845226,TRUE,Cell Line,TRUE
Ramos,hIL4,-8,Human,95.0743283,TRUE,Cell Line,TRUE
Ramos,hIL4,-14.67969757,Human,-0.236194298,TRUE,Cell Line,TRUE
Ramos,hIL4,-13.72545506,Human,8.300042573,TRUE,Cell Line,TRUE
Ramos,hIL4,-12.77121255,Human,0.064734733,TRUE,Cell Line,TRUE
Ramos,hIL4,-11.81697004,Human,1.170473963,TRUE,Cell Line,TRUE
Ramos,hIL4,-10.86272753,Human,33.00596609,TRUE,Cell Line,TRUE
Ramos,hIL4,-9.908485019,Human,98.51051794,TRUE,Cell Line,TRUE
Ramos,hIL4,-8.954242509,Human,92.51993072,TRUE,Cell Line,TRUE
Ramos,hIL4,-8,Human,95.30527384,TRUE,Cell Line,TRUE
Ramos,hIL13,-13.67969757,Human,0.683632514,TRUE,Cell Line,TRUE
Ramos,hIL13,-12.72545506,Human,0.127905438,TRUE,Cell Line,TRUE
Ramos,hIL13,-11.77121255,Human,0.833590614,TRUE,Cell Line,TRUE
Ramos,hIL13,-10.81697004,Human,0.710095709,TRUE,Cell Line,TRUE
Ramos,hIL13,-9.862727528,Human,1.459886208,TRUE,Cell Line,TRUE
Ramos,hIL13,-8.908485019,Human,1.071759361,TRUE,Cell Line,TRUE
Ramos,hIL13,-7.954242509,Human,1.398138755,TRUE,Cell Line,TRUE
Ramos,hIL13,-7,Human,1.530454726,TRUE,Cell Line,TRUE
Ramos,hIL13,-13.67969757,Human,0.001749587,TRUE,Cell Line,TRUE
Ramos,hIL13,-12.72545506,Human,7.950125095,TRUE,Cell Line,TRUE
Ramos,hIL13,-11.77121255,Human,-0.20120255,TRUE,Cell Line,TRUE
Ramos,hIL13,-10.81697004,Human,-0.166210802,TRUE,Cell Line,TRUE
Ramos,hIL13,-9.862727528,Human,0.897538331,TRUE,Cell Line,TRUE
Ramos,hIL13,-8.908485019,Human,1.177472313,TRUE,Cell Line,TRUE
Ramos,hIL13,-7.954242509,Human,1.163475614,TRUE,Cell Line,TRUE
Ramos,hIL13,-7,Human,0.946526777,TRUE,Cell Line,TRUE
Ramos,hIL13,-13.67969757,Human,0.092728132,TRUE,Cell Line,TRUE
Ramos,hIL13,-12.72545506,Human,7.453242277,TRUE,Cell Line,TRUE
Ramos,hIL13,-11.77121255,Human,-0.740075466,TRUE,Cell Line,TRUE
Ramos,hIL13,-10.81697004,Human,-0.488134882,TRUE,Cell Line,TRUE
Ramos,hIL13,-9.862727528,Human,0.925531729,TRUE,Cell Line,TRUE
Ramos,hIL13,-8.908485019,Human,0.463640658,TRUE,Cell Line,TRUE
Ramos,hIL13,-7.954242509,Human,0.008747937,TRUE,Cell Line,TRUE
Ramos,hIL13,-7,Human,0.330672017,TRUE,Cell Line,TRUE
Ramos,hNeo4,-13.67969757,Human,-2.244960967,TRUE,Cell Line,TRUE
Ramos,hNeo4,-12.72545506,Human,-0.101442244,TRUE,Cell Line,TRUE
Ramos,hNeo4,-11.77121255,Human,0.163189697,TRUE,Cell Line,TRUE
Ramos,hNeo4,-10.81697004,Human,1.10704362,TRUE,Cell Line,TRUE
Ramos,hNeo4,-9.862727528,Human,22.04825122,TRUE,Cell Line,TRUE
Ramos,hNeo4,-8.908485019,Human,94.08106558,TRUE,Cell Line,TRUE
Ramos,hNeo4,-7.954242509,Human,111.3968156,TRUE,Cell Line,TRUE
Ramos,hNeo4,-7,Human,96.8773431,TRUE,Cell Line,TRUE
Ramos,hNeo4,-13.67969757,Human,-0.614105174,TRUE,Cell Line,TRUE
Ramos,hNeo4,-12.72545506,Human,8.146078883,TRUE,Cell Line,TRUE
Ramos,hNeo4,-11.77121255,Human,0.302678618,TRUE,Cell Line,TRUE
Ramos,hNeo4,-10.81697004,Human,1.079495419,TRUE,Cell Line,TRUE
Ramos,hNeo4,-9.862727528,Human,22.03955234,TRUE,Cell Line,TRUE
Ramos,hNeo4,-8.908485019,Human,85.78751844,TRUE,Cell Line,TRUE
Ramos,hNeo4,-7.954242509,Human,102.436592,TRUE,Cell Line,TRUE
Ramos,hNeo4,-7,Human,95.8931352,TRUE,Cell Line,TRUE
Ramos,hNeo4,-13.67969757,Human,-0.523126629,TRUE,Cell Line,TRUE
Ramos,hNeo4,-12.72545506,Human,7.509229073,TRUE,Cell Line,TRUE
Ramos,hNeo4,-11.77121255,Human,-0.572115076,TRUE,Cell Line,TRUE
Ramos,hNeo4,-10.81697004,Human,0.050738034,TRUE,Cell Line,TRUE
Ramos,hNeo4,-9.862727528,Human,22.93534108,TRUE,Cell Line,TRUE
Ramos,hNeo4,-8.908485019,Human,84.77275776,TRUE,Cell Line,TRUE
Ramos,hNeo4,-7.954242509,Human,100.4420624,TRUE,Cell Line,TRUE
Ramos,hNeo4,-7,Human,92.39396042,TRUE,Cell Line,TRUE
A20,mIL4,-13.7513,Mouse,5.2615,FALSE,Cell Line,FALSE
A20,mIL4,-12.908,Mouse,5.475955,FALSE,Cell Line,FALSE
A20,mIL4,-12.06,Mouse,4.506007,FALSE,Cell Line,FALSE
A20,mIL4,-11.216,Mouse,29.101,FALSE,Cell Line,FALSE
A20,mIL4,-10.3709,Mouse,87.59487,FALSE,Cell Line,FALSE
A20,mIL4,-9.52584,Mouse,90.26988,FALSE,Cell Line,FALSE
A20,mIL4,-8.68075,Mouse,95.9364,FALSE,Cell Line,FALSE
A20,mIL4,-7.83565,Mouse,134.377,FALSE,Cell Line,FALSE
A20,mIL4,-13.7513,Mouse,5.2207,FALSE,Cell Line,FALSE
A20,mIL4,-12.908,Mouse,2.188,FALSE,Cell Line,FALSE
A20,mIL4,-12.06,Mouse,3.3829,FALSE,Cell Line,FALSE
A20,mIL4,-11.216,Mouse,29.59194,FALSE,Cell Line,FALSE
A20,mIL4,-10.3709,Mouse,84.827,FALSE,Cell Line,FALSE
A20,mIL4,-9.52584,Mouse,97.368,FALSE,Cell Line,FALSE
A20,mIL4,-8.68075,Mouse,84.0417,FALSE,Cell Line,FALSE
A20,mIL4,-7.83565,Mouse,104.523,FALSE,Cell Line,FALSE
A20,mIL4,-13.7513,Mouse,0.5139,FALSE,Cell Line,FALSE
A20,mIL4,-12.908,Mouse,3.1582,FALSE,Cell Line,FALSE
A20,mIL4,-12.06,Mouse,2.4548,FALSE,Cell Line,FALSE
A20,mIL4,-11.216,Mouse,30.7967,FALSE,Cell Line,FALSE
A20,mIL4,-10.3709,Mouse,73.923,FALSE,Cell Line,FALSE
A20,mIL4,-9.52584,Mouse,101.0108,FALSE,Cell Line,FALSE
A20,mIL4,-8.68075,Mouse,88.90175,FALSE,Cell Line,FALSE
A20,mIL4,-7.83565,Mouse,103.553,FALSE,Cell Line,FALSE
A20,mNeo4,-11.26167,Mouse,5.261546,FALSE,Cell Line,FALSE
A20,mNeo4,-10.3716,Mouse,-1.96633,FALSE,Cell Line,FALSE
A20,mNeo4,-9.52652,Mouse,11.1527,FALSE,Cell Line,FALSE
A20,mNeo4,-8.6814,Mouse,2.5967,FALSE,Cell Line,FALSE
A20,mNeo4,-7.83632,Mouse,30.806,FALSE,Cell Line,FALSE
A20,mNeo4,-6.99123,Mouse,70.000306,FALSE,Cell Line,FALSE
A20,mNeo4,-6.14613,Mouse,79.74339,FALSE,Cell Line,FALSE
A20,mNeo4,-5.30103,Mouse,76.25157,FALSE,Cell Line,FALSE
A20,mNeo4,-11.26167,Mouse,3.566688,FALSE,Cell Line,FALSE
A20,mNeo4,-10.3716,Mouse,-1.1299,FALSE,Cell Line,FALSE
A20,mNeo4,-9.52652,Mouse,-5.407,FALSE,Cell Line,FALSE
A20,mNeo4,-8.6814,Mouse,-0.92571,FALSE,Cell Line,FALSE
A20,mNeo4,-7.83632,Mouse,26.87608,FALSE,Cell Line,FALSE
A20,mNeo4,-6.99123,Mouse,66.92986,FALSE,Cell Line,FALSE
A20,mNeo4,-6.14613,Mouse,61.05912,FALSE,Cell Line,FALSE
A20,mNeo4,-5.30103,Mouse,82.03043,FALSE,Cell Line,FALSE
A20,mNeo4,-11.26167,Mouse,0.1055,FALSE,Cell Line,FALSE
A20,mNeo4,-10.3716,Mouse,-0.0987,FALSE,Cell Line,FALSE
A20,mNeo4,-9.52652,Mouse,-2.60014,FALSE,Cell Line,FALSE
A20,mNeo4,-8.6814,Mouse,2.10666,FALSE,Cell Line,FALSE
A20,mNeo4,-7.83632,Mouse,33.14502,FALSE,Cell Line,FALSE
A20,mNeo4,-6.99123,Mouse,62.34557,FALSE,Cell Line,FALSE
A20,mNeo4,-6.14613,Mouse,74.628,FALSE,Cell Line,FALSE
A20,mNeo4,-5.30103,Mouse,81.1274,FALSE,Cell Line,FALSE
