Cell,Ligand,Concentration,Animal,Signal,Antibody,Donor,AB Norm
Macrophage,hIL4,-7.556302501,Human,105.2028997,FALSE,210504,FALSE
Macrophage,hIL4,-13.00336125,Human,2.582278932,FALSE,210504,FALSE
Macrophage,hIL4,-12.22521,Human,2.689279441,FALSE,210504,FALSE
Macrophage,hIL4,-11.44705875,Human,3.948318755,FALSE,210504,FALSE
Macrophage,hIL4,-10.6689075,Human,40.49255901,FALSE,210504,FALSE
Macrophage,hIL4,-9.890756252,Human,91.88133644,FALSE,210504,FALSE
Macrophage,hIL4,-9.112605002,Human,91.78503598,FALSE,210504,FALSE
Macrophage,hIL4,-8.334453751,Human,98.16226627,FALSE,210504,FALSE
Macrophage,hIL4,-7.556302501,Human,93.65397819,FALSE,210504,FALSE
Macrophage,hIL4,-13.00336125,Human,2.286244193,FALSE,210504,FALSE
Macrophage,hIL4,-12.22521,Human,2.38254465,FALSE,210504,FALSE
Macrophage,hIL4,-11.44705875,Human,4.633122007,FALSE,210504,FALSE
Macrophage,hIL4,-10.6689075,Human,39.84698927,FALSE,210504,FALSE
Macrophage,hIL4,-9.890756252,Human,93.07260876,FALSE,210504,FALSE
Macrophage,hIL4,-9.112605002,Human,77.35780078,FALSE,210504,FALSE
Macrophage,hIL4,-8.334453751,Human,96.07575636,FALSE,210504,FALSE
Macrophage,hIL4,-7.556302501,Human,96.64999242,FALSE,210504,FALSE
Macrophage,hNeo4,-11.44705875,Human,1.201972376,FALSE,210504,FALSE
Macrophage,hNeo4,-10.6689075,Human,1.094971868,FALSE,210504,FALSE
Macrophage,hNeo4,-9.890756252,Human,2.578712249,FALSE,210504,FALSE
Macrophage,hNeo4,-9.112605002,Human,3.748584472,FALSE,210504,FALSE
Macrophage,hNeo4,-8.334453751,Human,8.506540406,FALSE,210504,FALSE
Macrophage,hNeo4,-7.556302501,Human,16.8632801,FALSE,210504,FALSE
Macrophage,hNeo4,-6.77815125,Human,16.97384729,FALSE,210504,FALSE
Macrophage,hNeo4,-6,Human,19.04252379,FALSE,210504,FALSE
Macrophage,hNeo4,-11.44705875,Human,1.387439924,FALSE,210504,FALSE
Macrophage,hNeo4,-10.6689075,Human,1.38387324,FALSE,210504,FALSE
Macrophage,hNeo4,-9.890756252,Human,1.747674968,FALSE,210504,FALSE
Macrophage,hNeo4,-9.112605002,Human,2.660745972,FALSE,210504,FALSE
Macrophage,hNeo4,-8.334453751,Human,11.17441975,FALSE,210504,FALSE
Macrophage,hNeo4,-7.556302501,Human,15.26897253,FALSE,210504,FALSE
Macrophage,hNeo4,-6.77815125,Human,16.08930976,FALSE,210504,FALSE
Macrophage,hNeo4,-6,Human,17.23064851,FALSE,210504,FALSE
Macrophage,hNeo4,-11.44705875,Human,0.592069479,FALSE,210504,FALSE
Macrophage,hNeo4,-10.6689075,Human,0.920204371,FALSE,210504,FALSE
Macrophage,hNeo4,-9.890756252,Human,1.647807827,FALSE,210504,FALSE
Macrophage,hNeo4,-9.112605002,Human,2.910413824,FALSE,210504,FALSE
Macrophage,hNeo4,-8.334453751,Human,6.230996264,FALSE,210504,FALSE
Macrophage,hNeo4,-7.556302501,Human,13.26449634,FALSE,210504,FALSE
Macrophage,hNeo4,-6.77815125,Human,15.96804251,FALSE,210504,FALSE
Macrophage,hNeo4,-6,Human,16.34967766,FALSE,210504,FALSE
Fibroblast,hNeo4,-11.51544993,Human,0.903132812,FALSE,210517,FALSE
Fibroblast,hNeo4,-10.61235995,Human,-0.069818247,FALSE,210517,FALSE
Fibroblast,hNeo4,-9.709269961,Human,-0.400891872,FALSE,210517,FALSE
Fibroblast,hNeo4,-8.806179974,Human,0.200445936,FALSE,210517,FALSE
Fibroblast,hNeo4,-7.903089987,Human,0.490979933,FALSE,210517,FALSE
Fibroblast,hNeo4,-7,Human,-0.049548434,FALSE,210517,FALSE
Fibroblast,hNeo4,-6.096910013,Human,-0.630616428,FALSE,210517,FALSE
Fibroblast,hNeo4,-5.193820026,Human,-0.360352244,FALSE,210517,FALSE
Fibroblast,hNeo4,-11.51544993,Human,0.592329002,FALSE,210517,FALSE
Fibroblast,hNeo4,-10.61235995,Human,1.281502669,FALSE,210517,FALSE
Fibroblast,hNeo4,-9.709269961,Human,-0.164410711,FALSE,210517,FALSE
Fibroblast,hNeo4,-8.806179974,Human,0.085583658,FALSE,210517,FALSE
Fibroblast,hNeo4,-7.903089987,Human,-0.069818247,FALSE,210517,FALSE
Fibroblast,hNeo4,-7,Human,-0.387378663,FALSE,210517,FALSE
Fibroblast,hNeo4,-6.096910013,Human,-0.718452287,FALSE,210517,FALSE
Fibroblast,hNeo4,-5.193820026,Human,-0.407648476,FALSE,210517,FALSE
Fibroblast,hNeo4,-11.51544993,Human,1.112587554,FALSE,210517,FALSE
Fibroblast,hNeo4,-10.61235995,Human,0.213959145,FALSE,210517,FALSE
Fibroblast,hNeo4,-9.709269961,Human,-0.19143713,FALSE,210517,FALSE
Fibroblast,hNeo4,-8.806179974,Human,1.072047927,FALSE,210517,FALSE
Fibroblast,hNeo4,-7.903089987,Human,0.065313844,FALSE,210517,FALSE
Fibroblast,hNeo4,-7,Human,-0.02927862,FALSE,210517,FALSE
Fibroblast,hNeo4,-6.096910013,Human,-0.853584379,FALSE,210517,FALSE
Fibroblast,hNeo4,-5.193820026,Human,-1.056282516,FALSE,210517,FALSE
Fibroblast,hIL4,-13.32162991,Human,0.673408257,FALSE,210517,FALSE
Fibroblast,hIL4,-12.41853992,Human,-0.272516385,FALSE,210517,FALSE
Fibroblast,hIL4,-11.51544993,Human,3.794959573,FALSE,210517,FALSE
Fibroblast,hIL4,-10.61235995,Human,39.88874124,FALSE,210517,FALSE
Fibroblast,hIL4,-9.709269961,Human,96.47530461,FALSE,210517,FALSE
Fibroblast,hIL4,-8.806179974,Human,107.1642531,FALSE,210517,FALSE
Fibroblast,hIL4,-7.903089987,Human,100.9549334,FALSE,210517,FALSE
Fibroblast,hIL4,-7,Human,90.38084728,FALSE,210517,FALSE
Fibroblast,hIL4,-13.32162991,Human,-0.279272989,FALSE,210517,FALSE
Fibroblast,hIL4,-12.41853992,Human,-0.407648476,FALSE,210517,FALSE
Fibroblast,hIL4,-11.51544993,Human,2.349046193,FALSE,210517,FALSE
Fibroblast,hIL4,-10.61235995,Human,40.07116957,FALSE,210517,FALSE
Fibroblast,hIL4,-9.709269961,Human,98.19148217,FALSE,210517,FALSE
Fibroblast,hIL4,-8.806179974,Human,106.9210153,FALSE,210517,FALSE
Fibroblast,hIL4,-7.903089987,Human,99.88738992,FALSE,210517,FALSE
Fibroblast,hIL4,-7,Human,93.59023445,FALSE,210517,FALSE
Fibroblast,hIL4,-13.32162991,Human,-0.400891872,FALSE,210517,FALSE
Fibroblast,hIL4,-12.41853992,Human,-0.549537173,FALSE,210517,FALSE
Fibroblast,hIL4,-11.51544993,Human,2.15310466,FALSE,210517,FALSE
Fibroblast,hIL4,-10.61235995,Human,36.4361163,FALSE,210517,FALSE
Fibroblast,hIL4,-9.709269961,Human,94.38075719,FALSE,210517,FALSE
Fibroblast,hIL4,-8.806179974,Human,106.9615549,FALSE,210517,FALSE
Fibroblast,hIL4,-7.903089987,Human,102.7724601,FALSE,210517,FALSE
Fibroblast,hIL4,-7,Human,91.36731155,FALSE,210517,FALSE
Macrophage,hIL4,-13.00336125,Human,8.306106532,FALSE,210522,FALSE
Macrophage,hIL4,-12.22521,Human,5.89995995,FALSE,210522,FALSE
Macrophage,hIL4,-11.44705875,Human,7.597858393,FALSE,210522,FALSE
Macrophage,hIL4,-10.6689075,Human,31.56130773,FALSE,210522,FALSE
Macrophage,hIL4,-9.890756252,Human,87.29158323,FALSE,210522,FALSE
Macrophage,hIL4,-9.112605002,Human,106.8822327,FALSE,210522,FALSE
Macrophage,hIL4,-8.334453751,Human,97.76986151,FALSE,210522,FALSE
Macrophage,hIL4,-7.556302501,Human,99.89144411,FALSE,210522,FALSE
Macrophage,hIL4,-13.00336125,Human,7.885584199,FALSE,210522,FALSE
Macrophage,hIL4,-12.22521,Human,5.54583588,FALSE,210522,FALSE
Macrophage,hIL4,-11.44705875,Human,7.057186822,FALSE,210522,FALSE
Macrophage,hIL4,-10.6689075,Human,31.7288843,FALSE,210522,FALSE
Macrophage,hIL4,-9.890756252,Human,84.76844923,FALSE,210522,FALSE
Macrophage,hIL4,-9.112605002,Human,104.3907169,FALSE,210522,FALSE
Macrophage,hIL4,-8.334453751,Human,98.47178601,FALSE,210522,FALSE
Macrophage,hIL4,-7.556302501,Human,102.1268523,FALSE,210522,FALSE
Macrophage,hIL4,-13.00336125,Human,7.781244072,FALSE,210522,FALSE
Macrophage,hIL4,-12.22521,Human,4.458169094,FALSE,210522,FALSE
Macrophage,hIL4,-11.44705875,Human,6.782108303,FALSE,210522,FALSE
Macrophage,hIL4,-10.6689075,Human,28.94015725,FALSE,210522,FALSE
Macrophage,hIL4,-9.890756252,Human,83.56695685,FALSE,210522,FALSE
Macrophage,hIL4,-9.112605002,Human,90.33641787,FALSE,210522,FALSE
Macrophage,hIL4,-8.334453751,Human,100.4921903,FALSE,210522,FALSE
Macrophage,hIL4,-7.556302501,Human,101.2478658,FALSE,210522,FALSE
Macrophage,hNeo4,-11.44705875,Human,-2.388684824,FALSE,210522,FALSE
Macrophage,hNeo4,-10.6689075,Human,-2.54322702,FALSE,210522,FALSE
Macrophage,hNeo4,-9.890756252,Human,-4.233112345,FALSE,210522,FALSE
Macrophage,hNeo4,-9.112605002,Human,-3.870274144,FALSE,210522,FALSE
Macrophage,hNeo4,-8.334453751,Human,-0.409872783,FALSE,210522,FALSE
Macrophage,hNeo4,-7.556302501,Human,3.846756854,FALSE,210522,FALSE
Macrophage,hNeo4,-6.77815125,Human,7.565848414,FALSE,210522,FALSE
Macrophage,hNeo4,-6,Human,7.841336678,FALSE,210522,FALSE
Macrophage,hNeo4,-11.44705875,Human,-3.745968464,FALSE,210522,FALSE
Macrophage,hNeo4,-10.6689075,Human,-2.711207669,FALSE,210522,FALSE
Macrophage,hNeo4,-9.890756252,Human,-4.595950546,FALSE,210522,FALSE
Macrophage,hNeo4,-9.112605002,Human,-4.62282745,FALSE,210522,FALSE
Macrophage,hNeo4,-8.334453751,Human,-1.155706863,FALSE,210522,FALSE
Macrophage,hNeo4,-7.556302501,Human,3.483918653,FALSE,210522,FALSE
Macrophage,hNeo4,-6.77815125,Human,5.721420892,FALSE,210522,FALSE
Macrophage,hNeo4,-6,Human,6.195126321,FALSE,210522,FALSE
Macrophage,hNeo4,-11.44705875,Human,-3.477199427,FALSE,210522,FALSE
Macrophage,hNeo4,-10.6689075,Human,-5.697903602,FALSE,210522,FALSE
Macrophage,hNeo4,-9.890756252,Human,-5.002463716,FALSE,210522,FALSE
Macrophage,hNeo4,-9.112605002,Human,-6.255599355,FALSE,210522,FALSE
Macrophage,hNeo4,-8.334453751,Human,-2.267738756,FALSE,210522,FALSE
Macrophage,hNeo4,-7.556302501,Human,3.016932449,FALSE,210522,FALSE
Macrophage,hNeo4,-6.77815125,Human,3.81987995,FALSE,210522,FALSE
Macrophage,hNeo4,-6,Human,3.487278266,FALSE,210522,FALSE
Fibroblast,hNeo4,-11.51544993,Human,0.270162517,FALSE,210526,FALSE
Fibroblast,hNeo4,-10.61235995,Human,-0.324719608,FALSE,210526,FALSE
Fibroblast,hNeo4,-9.709269961,Human,-0.93848688,FALSE,210526,FALSE
Fibroblast,hNeo4,-8.806179974,Human,-1.155666069,FALSE,210526,FALSE
Fibroblast,hNeo4,-7.903089987,Human,-0.707143831,FALSE,210526,FALSE
Fibroblast,hNeo4,-7,Human,-1.335074964,FALSE,210526,FALSE
Fibroblast,hNeo4,-6.096910013,Human,-1.424779411,FALSE,210526,FALSE
Fibroblast,hNeo4,-5.193820026,Human,-1.313042292,FALSE,210526,FALSE
Fibroblast,hNeo4,-11.51544993,Human,-0.526161174,FALSE,210526,FALSE
Fibroblast,hNeo4,-10.61235995,Human,-0.604849286,FALSE,210526,FALSE
Fibroblast,hNeo4,-9.709269961,Human,-0.834618572,FALSE,210526,FALSE
Fibroblast,hNeo4,-8.806179974,Human,-1.136780922,FALSE,210526,FALSE
Fibroblast,hNeo4,-7.903089987,Human,-1.039207663,FALSE,210526,FALSE
Fibroblast,hNeo4,-7,Human,-1.103731915,FALSE,210526,FALSE
Fibroblast,hNeo4,-6.096910013,Human,-2.545298123,FALSE,210526,FALSE
Fibroblast,hNeo4,-5.193820026,Human,-1.500319998,FALSE,210526,FALSE
Fibroblast,hNeo4,-11.51544993,Human,0.588062489,FALSE,210526,FALSE
Fibroblast,hNeo4,-10.61235995,Human,-0.34045723,FALSE,210526,FALSE
Fibroblast,hNeo4,-9.709269961,Human,-0.831471048,FALSE,210526,FALSE
Fibroblast,hNeo4,-8.806179974,Human,-0.757504223,FALSE,210526,FALSE
Fibroblast,hNeo4,-7.903089987,Human,-1.429500698,FALSE,210526,FALSE
Fibroblast,hNeo4,-7,Human,-1.25481309,FALSE,210526,FALSE
Fibroblast,hNeo4,-6.096910013,Human,-1.844973928,FALSE,210526,FALSE
Fibroblast,hNeo4,-5.193820026,Human,-2.20536548,FALSE,210526,FALSE
Fibroblast,hIL4,-13.32162991,Human,0.846159496,FALSE,210526,FALSE
Fibroblast,hIL4,-12.41853992,Human,-0.246031496,FALSE,210526,FALSE
Fibroblast,hIL4,-11.51544993,Human,1.599991607,FALSE,210526,FALSE
Fibroblast,hIL4,-10.61235995,Human,27.99513183,FALSE,210526,FALSE
Fibroblast,hIL4,-9.709269961,Human,93.87596655,FALSE,210526,FALSE
Fibroblast,hIL4,-8.806179974,Human,98.74833443,FALSE,210526,FALSE
Fibroblast,hIL4,-7.903089987,Human,100.2796051,FALSE,210526,FALSE
Fibroblast,hIL4,-7,Human,100.2198021,FALSE,210526,FALSE
Fibroblast,hIL4,-13.32162991,Human,-0.126425566,FALSE,210526,FALSE
Fibroblast,hIL4,-12.41853992,Human,-0.595406713,FALSE,210526,FALSE
Fibroblast,hIL4,-11.51544993,Human,1.282091635,FALSE,210526,FALSE
Fibroblast,hIL4,-10.61235995,Human,27.53401949,FALSE,210526,FALSE
Fibroblast,hIL4,-9.709269961,Human,90.40109954,FALSE,210526,FALSE
Fibroblast,hIL4,-8.806179974,Human,93.22757651,FALSE,210526,FALSE
Fibroblast,hIL4,-7.903089987,Human,98.1078132,FALSE,210526,FALSE
Fibroblast,hIL4,-7,Human,100.333113,FALSE,210526,FALSE
Fibroblast,hIL4,-13.32162991,Human,-0.227146349,FALSE,210526,FALSE
Fibroblast,hIL4,-12.41853992,Human,-0.439604251,FALSE,210526,FALSE
Fibroblast,hIL4,-11.51544993,Human,1.516582208,FALSE,210526,FALSE
Fibroblast,hIL4,-10.61235995,Human,25.47396473,FALSE,210526,FALSE
Fibroblast,hIL4,-9.709269961,Human,86.29200634,FALSE,210526,FALSE
Fibroblast,hIL4,-8.806179974,Human,97.95043698,FALSE,210526,FALSE
Fibroblast,hIL4,-7.903089987,Human,95.01379665,FALSE,210526,FALSE
Fibroblast,hIL4,-7,Human,106.0458699,FALSE,210526,FALSE
Macrophage,mIL4,-13.75133342,Mouse,-1.717762475,FALSE,Mouse,FALSE
Macrophage,mIL4,-12.90623538,Mouse,-1.468729365,FALSE,Mouse,FALSE
Macrophage,mIL4,-12.06113734,Mouse,0.942363928,FALSE,Mouse,FALSE
Macrophage,mIL4,-11.2160393,Mouse,28.75483445,FALSE,Mouse,FALSE
Macrophage,mIL4,-10.37094126,Mouse,93.73549665,FALSE,Mouse,FALSE
Macrophage,mIL4,-9.525843224,Mouse,104.132629,FALSE,Mouse,FALSE
Macrophage,mIL4,-8.680745184,Mouse,99.71795114,FALSE,Mouse,FALSE
Macrophage,mIL4,-7.835647144,Mouse,88.60201868,FALSE,Mouse,FALSE
Macrophage,mIL4,-13.75133342,Mouse,-2.04037355,FALSE,Mouse,FALSE
Macrophage,mIL4,-12.90623538,Mouse,-1.378171871,FALSE,Mouse,FALSE
Macrophage,mIL4,-12.06113734,Mouse,-0.087727573,FALSE,Mouse,FALSE
Macrophage,mIL4,-11.2160393,Mouse,29.60381096,FALSE,Mouse,FALSE
Macrophage,mIL4,-10.37094126,Mouse,95.5013678,FALSE,Mouse,FALSE
Macrophage,mIL4,-9.525843224,Mouse,102.28752,FALSE,Mouse,FALSE
Macrophage,mIL4,-8.680745184,Mouse,117.144609,FALSE,Mouse,FALSE
Macrophage,mIL4,-7.835647144,Mouse,88.11527214,FALSE,Mouse,FALSE
Macrophage,mNeo4,-11.21671628,Mouse,-0.925384398,FALSE,Mouse,FALSE
Macrophage,mNeo4,-10.37161824,Mouse,-1.400811244,FALSE,Mouse,FALSE
Macrophage,mNeo4,-9.526520196,Mouse,-0.432978021,FALSE,Mouse,FALSE
Macrophage,mNeo4,-8.681422156,Mouse,12.86765399,FALSE,Mouse,FALSE
Macrophage,mNeo4,-7.836324116,Mouse,70.75087256,FALSE,Mouse,FALSE
Macrophage,mNeo4,-6.991226076,Mouse,130.4678804,FALSE,Mouse,FALSE
Macrophage,mNeo4,-6.146128036,Mouse,112.7299311,FALSE,Mouse,FALSE
Macrophage,mNeo4,-5.301029996,Mouse,126.7097444,FALSE,Mouse,FALSE
Macrophage,mNeo4,-11.21671628,Mouse,-2.334685407,FALSE,Mouse,FALSE
Macrophage,mNeo4,-10.37161824,Mouse,-1.287614376,FALSE,Mouse,FALSE
Macrophage,mNeo4,-9.526520196,Mouse,-0.438637864,FALSE,Mouse,FALSE
Macrophage,mNeo4,-8.681422156,Mouse,11.98471842,FALSE,Mouse,FALSE
Macrophage,mNeo4,-7.836324116,Mouse,70.47354023,FALSE,Mouse,FALSE
Macrophage,mNeo4,-6.991226076,Mouse,105.6268277,FALSE,Mouse,FALSE
Macrophage,mNeo4,-6.146128036,Mouse,120.9593435,FALSE,Mouse,FALSE
Macrophage,mNeo4,-5.301029996,Mouse,123.7666258,FALSE,Mouse,FALSE
Monocyte,hIL4,-13.82677989,Human,-9.453008099,FALSE,210426,FALSE
Monocyte,hIL4,-13.2247199,Human,-3.123292877,FALSE,210426,FALSE
Monocyte,hIL4,-12.6226599,Human,-9.79740161,FALSE,210426,FALSE
Monocyte,hIL4,-12.02059991,Human,-7.184761181,FALSE,210426,FALSE
Monocyte,hIL4,-11.41853992,Human,8.793910173,FALSE,210426,FALSE
Monocyte,hIL4,-10.81647993,Human,82.84445289,FALSE,210426,FALSE
Monocyte,hIL4,-10.21441994,Human,119.451108,FALSE,210426,FALSE
Monocyte,hIL4,-9.612359948,Human,90.98520295,FALSE,210426,FALSE
Monocyte,hIL4,-9.010299957,Human,89.73232311,FALSE,210426,FALSE
Monocyte,hIL4,-8.408239965,Human,84.71486592,FALSE,210426,FALSE
Monocyte,hIL4,-7.806179974,Human,92.08963732,FALSE,210426,FALSE
Monocyte,hIL4,-7.204119983,Human,110.4850011,FALSE,210426,FALSE
Monocyte,hIL4,-13.82677989,Human,-8.829537088,FALSE,210426,FALSE
Monocyte,hIL4,-13.2247199,Human,-9.476759376,FALSE,210426,FALSE
Monocyte,hIL4,-12.6226599,Human,-9.58957794,FALSE,210426,FALSE
Monocyte,hIL4,-12.02059991,Human,13.20570981,FALSE,210426,FALSE
Monocyte,hIL4,-11.41853992,Human,24.42818802,FALSE,210426,FALSE
Monocyte,hIL4,-10.81647993,Human,59.97197349,FALSE,210426,FALSE
Monocyte,hIL4,-10.21441994,Human,122.3547016,FALSE,210426,FALSE
Monocyte,hIL4,-9.612359948,Human,129.8304159,FALSE,210426,FALSE
Monocyte,hIL4,-9.010299957,Human,102.3858157,FALSE,210426,FALSE
Monocyte,hIL4,-8.408239965,Human,92.13120205,FALSE,210426,FALSE
Monocyte,hIL4,-7.806179974,Human,87.08405577,FALSE,210426,FALSE
Monocyte,hIL4,-7.204119983,Human,120.5614802,FALSE,210426,FALSE
Monocyte,hNeo4,-12.6226599,Human,0.765978671,FALSE,210426,FALSE
Monocyte,hNeo4,-12.02059991,Human,-7.481652139,FALSE,210426,FALSE
Monocyte,hNeo4,-11.41853992,Human,1.425076598,FALSE,210426,FALSE
Monocyte,hNeo4,-10.81647993,Human,-9.078925492,FALSE,210426,FALSE
Monocyte,hNeo4,-10.21441994,Human,-7.410398309,FALSE,210426,FALSE
Monocyte,hNeo4,-9.612359948,Human,7.297579745,FALSE,210426,FALSE
Monocyte,hNeo4,-9.010299957,Human,50.28739045,FALSE,210426,FALSE
Monocyte,hNeo4,-8.408239965,Human,76.39598128,FALSE,210426,FALSE
Monocyte,hNeo4,-7.806179974,Human,72.72047123,FALSE,210426,FALSE
Monocyte,hNeo4,-7.204119983,Human,77.5479182,FALSE,210426,FALSE
Monocyte,hNeo4,-6.602059991,Human,78.67610384,FALSE,210426,FALSE
Monocyte,hNeo4,-6,Human,68.71244329,FALSE,210426,FALSE
Monocyte,hNeo4,-12.6226599,Human,-0.765978671,FALSE,210426,FALSE
Monocyte,hNeo4,-12.02059991,Human,-2.74921027,FALSE,210426,FALSE
Monocyte,hNeo4,-11.41853992,Human,6.264399211,FALSE,210426,FALSE
Monocyte,hNeo4,-10.81647993,Human,-9.720209961,FALSE,210426,FALSE
Monocyte,hNeo4,-10.21441994,Human,-9.352065174,FALSE,210426,FALSE
Monocyte,hNeo4,-9.612359948,Human,2.072298886,FALSE,210426,FALSE
Monocyte,hNeo4,-9.010299957,Human,44.45051422,FALSE,210426,FALSE
Monocyte,hNeo4,-8.408239965,Human,56.91399663,FALSE,210426,FALSE
Monocyte,hNeo4,-7.806179974,Human,67.1032943,FALSE,210426,FALSE
Monocyte,hNeo4,-7.204119983,Human,89.63138019,FALSE,210426,FALSE
Monocyte,hNeo4,-6.602059991,Human,85.25520747,FALSE,210426,FALSE
Monocyte,hNeo4,-6,Human,82.23285752,FALSE,210426,FALSE
Monocyte,hNeo4,-12.6226599,Human,0.776443796,FALSE,210312,FALSE
Monocyte,hNeo4,-12.02059991,Human,0.515081809,FALSE,210312,FALSE
Monocyte,hNeo4,-11.41853992,Human,0.574690683,FALSE,210312,FALSE
Monocyte,hNeo4,-10.81647993,Human,0.487570021,FALSE,210312,FALSE
Monocyte,hNeo4,-10.21441994,Human,1.638479821,FALSE,210312,FALSE
Monocyte,hNeo4,-9.612359948,Human,6.79235478,FALSE,210312,FALSE
Monocyte,hNeo4,-9.010299957,Human,21.02970509,FALSE,210312,FALSE
Monocyte,hNeo4,-8.408239965,Human,51.32935431,FALSE,210312,FALSE
Monocyte,hNeo4,-7.806179974,Human,57.50116543,FALSE,210312,FALSE
Monocyte,hNeo4,-7.204119983,Human,48.50481074,FALSE,210312,FALSE
Monocyte,hNeo4,-6.602059991,Human,76.08996355,FALSE,210312,FALSE
Monocyte,hNeo4,-6,Human,70.8994062,FALSE,210312,FALSE
Monocyte,hNeo4,-12.6226599,Human,0.716834922,FALSE,210312,FALSE
Monocyte,hNeo4,-12.02059991,Human,0.547178895,FALSE,210312,FALSE
Monocyte,hNeo4,-11.41853992,Human,0.560934789,FALSE,210312,FALSE
Monocyte,hNeo4,-10.81647993,Human,0.070307903,FALSE,210312,FALSE
Monocyte,hNeo4,-10.21441994,Human,0.7672732,FALSE,210312,FALSE
Monocyte,hNeo4,-9.612359948,Human,5.059112133,FALSE,210312,FALSE
Monocyte,hNeo4,-9.010299957,Human,19.82835701,FALSE,210312,FALSE
Monocyte,hNeo4,-8.408239965,Human,43.48849472,FALSE,210312,FALSE
Monocyte,hNeo4,-7.806179974,Human,59.06016675,FALSE,210312,FALSE
Monocyte,hNeo4,-7.204119983,Human,57.5653596,FALSE,210312,FALSE
Monocyte,hNeo4,-6.602059991,Human,55.14890755,FALSE,210312,FALSE
Monocyte,hNeo4,-6,Human,79.30425745,FALSE,210312,FALSE
Monocyte,hNeo4,-12.6226599,Human,0.923173332,FALSE,210312,FALSE
Monocyte,hNeo4,-12.02059991,Human,0.446302339,FALSE,210312,FALSE
Monocyte,hNeo4,-11.41853992,Human,0.262890419,FALSE,210312,FALSE
Monocyte,hNeo4,-10.81647993,Human,0.85897916,FALSE,210312,FALSE
Monocyte,hNeo4,-10.21441994,Human,0.129916777,FALSE,210312,FALSE
Monocyte,hNeo4,-9.612359948,Human,7.122496236,FALSE,210312,FALSE
Monocyte,hNeo4,-9.010299957,Human,23.88634575,FALSE,210312,FALSE
Monocyte,hNeo4,-8.408239965,Human,38.54095817,FALSE,210312,FALSE
Monocyte,hNeo4,-7.806179974,Human,31.85559368,FALSE,210312,FALSE
Monocyte,hNeo4,-7.204119983,Human,37.88067526,FALSE,210312,FALSE
Monocyte,hNeo4,-6.602059991,Human,51.95754014,FALSE,210312,FALSE
Monocyte,hNeo4,-6,Human,45.75821724,FALSE,210312,FALSE
Monocyte,hIL4,-13.2247199,Human,-0.516610242,FALSE,210312,FALSE
Monocyte,hIL4,-12.6226599,Human,-0.213980574,FALSE,210312,FALSE
Monocyte,hIL4,-12.02059991,Human,6.897816634,FALSE,210312,FALSE
Monocyte,hIL4,-11.41853992,Human,32.07568799,FALSE,210312,FALSE
Monocyte,hIL4,-10.81647993,Human,75.0491009,FALSE,210312,FALSE
Monocyte,hIL4,-10.21441994,Human,71.8210511,FALSE,210312,FALSE
Monocyte,hIL4,-9.612359948,Human,80.53770261,FALSE,210312,FALSE
Monocyte,hIL4,-9.010299957,Human,109.2141563,FALSE,210312,FALSE
Monocyte,hIL4,-8.408239965,Human,75.32421878,FALSE,210312,FALSE
Monocyte,hIL4,-7.806179974,Human,82.80742513,FALSE,210312,FALSE
Monocyte,hIL4,-7.204119983,Human,110.1954101,FALSE,210312,FALSE
Monocyte,hIL4,-6.602059991,Human,108.2374879,FALSE,210312,FALSE
Monocyte,hIL4,-13.2247199,Human,-0.22315117,FALSE,210312,FALSE
Monocyte,hIL4,-12.6226599,Human,1.395459027,FALSE,210312,FALSE
Monocyte,hIL4,-12.02059991,Human,5.32047412,FALSE,210312,FALSE
Monocyte,hIL4,-11.41853992,Human,18.19140562,FALSE,210312,FALSE
Monocyte,hIL4,-10.81647993,Human,60.1102,FALSE,210312,FALSE
Monocyte,hIL4,-10.21441994,Human,62.20109589,FALSE,210312,FALSE
Monocyte,hIL4,-9.612359948,Human,92.00094763,FALSE,210312,FALSE
Monocyte,hIL4,-9.010299957,Human,101.2815908,FALSE,210312,FALSE
Monocyte,hIL4,-8.408239965,Human,99.2044508,FALSE,210312,FALSE
Monocyte,hIL4,-7.806179974,Human,63.92975323,FALSE,210312,FALSE
Monocyte,hIL4,-7.204119983,Human,96.54956325,FALSE,210312,FALSE
Monocyte,hIL4,-6.602059991,Human,110.7502312,FALSE,210312,FALSE
Monocyte,hIL4,-13.2247199,Human,0.427961147,FALSE,210312,FALSE
Monocyte,hIL4,-12.6226599,Human,1.734771079,FALSE,210312,FALSE
Monocyte,hIL4,-12.02059991,Human,6.480554515,FALSE,210312,FALSE
Monocyte,hIL4,-11.41853992,Human,26.54123329,FALSE,210312,FALSE
Monocyte,hIL4,-10.81647993,Human,72.08241309,FALSE,210312,FALSE
Monocyte,hIL4,-10.21441994,Human,65.43373098,FALSE,210312,FALSE
Monocyte,hIL4,-9.612359948,Human,82.10587453,FALSE,210312,FALSE
Monocyte,hIL4,-9.010299957,Human,78.02037401,FALSE,210312,FALSE
Monocyte,hIL4,-8.408239965,Human,57.8083804,FALSE,210312,FALSE
Monocyte,hIL4,-7.806179974,Human,108.3291938,FALSE,210312,FALSE
Monocyte,hIL4,-7.204119983,Human,57.1068298,FALSE,210312,FALSE
Monocyte,hIL4,-6.602059991,Human,117.1604778,FALSE,210312,FALSE
Monocyte,hIL4,-13.82677989,Human,-0.003601758,FALSE,210319,FALSE
Monocyte,hIL4,-13.2247199,Human,0.028814061,FALSE,210319,FALSE
